PomeroyRank,Team,Conf,TeamID,Season,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,OppO,OppD,NCSOSAdjEM
227,Texas A&M Corpus Chris,Slnd,1394,2015,-5.05,100.8,105.9,62.7,0.04,-7.36,101.3,108.6,-5.46
170,Texas A&M Corpus Chris,Slnd,1394,2016,-0.66,102.6,103.3,68.5,0.169,-5.53,102.7,108.2,1.52
177,Texas A&M Corpus Chris,Slnd,1394,2017,-0.49,102.8,103.3,68.8,0.062,-6,101.8,107.8,2.4
311,Texas A&M Corpus Chris,Slnd,1394,2018,-12.88,94.5,107.4,68.2,-0.015,-6.14,100.9,107.1,4.54
54,Texas A&M 2,SEC,1401,2015,12.31,109.4,97.1,63.7,-0.01,4.9,106.5,101.6,-2.77
18,Texas A&M 3,SEC,1401,2016,21.26,113.8,92.5,67.1,0.006,8.48,109.6,101.1,3.15
16,Texas A&M 5,B12,1401,2010,21.33,112.6,91.2,64.3,-0.005,11.51,109.4,97.9,0.15
49,Texas A&M 7,B12,1401,2011,14.62,110,95.4,60.9,0.05,5.43,105.9,100.5,-7.5
29,Texas A&M 7,SEC,1401,2018,16.96,111.3,94.4,69.5,0.014,11.69,111.8,100.1,5.12
320,Texas Pan American,GWC,1410,2010,-18.56,89.5,108,66.3,-0.081,-6.64,98.5,105.1,3.65
333,Texas Pan American,GWC,1410,2011,-20.94,94.1,115,64.8,-0.075,-7.18,100,107.2,1.68
312,Texas Pan American,GWC,1410,2012,-16.22,92.9,109.1,63.7,0.017,-4.55,100.6,105.2,1.78
312,Texas Pan American,GWC,1410,2013,-14.41,94.1,108.6,62.5,0.068,-9.25,96.7,106,-7.05
295,Texas Pan American,WAC,1410,2014,-12.8,93.7,106.5,64.1,-0.032,-4.72,103.1,107.8,-3.62
335,Texas Pan American,WAC,1410,2015,-18.99,93.5,112.5,63.9,0.033,-5.02,101.5,106.5,0.16
267,Texas Southern,SWAC,1411,2010,-10.52,93.4,103.9,66.4,-0.007,-11.25,94.4,105.6,8.28
267,Texas Southern,SWAC,1411,2012,-8.99,92.6,101.6,65.3,-0.015,-9.31,96.2,105.5,12.76
155,Texas Southern,SWAC,1411,2013,0.68,105.7,105,62.4,-0.061,-8.1,97,105.1,9.89
213,Texas Southern 15,SWAC,1411,2015,-3.84,104.1,107.9,63.3,0.128,-6.74,100,106.8,15.16
259,Texas Southern 16,SWAC,1411,2014,-7.49,106.7,114.1,65.7,-0.004,-11.11,97.6,108.8,2.72
212,Texas Southern 16,SWAC,1411,2017,-4.04,103.5,107.5,68.6,0.125,-8.49,100.2,108.7,12.68
243,Texas Southern 16,SWAC,1411,2018,-6.65,104.6,111.2,71.7,-0.01,-6.3,101,107.3,17.2
276,Texas Southern 8,SWAC,1411,2011,-10.37,93.2,103.5,64.8,0.137,-9.84,96,105.9,8.93
178,Texas Southern 8,SWAC,1411,2016,-1.26,107.3,108.5,67.8,-0.016,-6.15,100.5,106.6,11.03
229,Texas St.,Slnd,1402,2010,-6.32,98.5,104.8,74.9,0.027,-3.53,100.8,104.3,1.54
251,Texas St.,Slnd,1402,2011,-7.96,100.3,108.3,72.9,0.036,-7.32,100.3,107.6,-4.9
266,Texas St.,Slnd,1402,2012,-8.95,100.5,109.4,71.9,-0.058,-5.19,99.3,104.5,-3.05
255,Texas St.,WAC,1402,2013,-8,101.1,109.1,70.5,0.009,-1.69,100.9,102.6,-5.7
277,Texas St.,SB,1402,2014,-9.41,94.9,104.3,61.1,-0.114,-1.35,105.3,106.7,0.76
230,Texas St.,SB,1402,2015,-5.2,93.7,98.9,61.2,-0.033,-3.05,102.5,105.6,1.05
212,Texas St.,SB,1402,2016,-4.43,99.5,103.9,63.6,-0.014,-3.29,102.4,105.7,-9.83
174,Texas St.,SB,1402,2017,-0.36,101.3,101.7,62.3,0.016,-4.36,102.3,106.6,-7.98
228,Texas St.,SB,1402,2018,-5.79,99.8,105.6,62.7,0.003,-2.99,103.1,106.1,-6.83
121,Texas Tech,B12,1403,2011,3.83,107.2,103.4,69.3,-0.041,5.87,106.5,100.6,-5.01
235,Texas Tech,B12,1403,2012,-6.18,95.1,101.3,64.1,-0.014,6.8,106.8,100,-6.94
239,Texas Tech,B12,1403,2013,-6.63,100.5,107.1,66.6,0.024,4.48,104.2,99.7,-15.12
80,Texas Tech,B12,1403,2014,9.01,111.4,102.4,59.9,-0.053,9.58,110.7,101.1,-2.67
155,Texas Tech,B12,1403,2015,0.97,102.3,101.3,61.6,-0.016,6.91,107.4,100.5,-10.95
41,Texas Tech,B12,1403,2017,15.11,112.6,97.5,63.8,-0.082,7.89,109.5,101.6,-11.69
11,Texas Tech 3,B12,1403,2018,22.59,113.3,90.8,66.7,-0.007,10.31,110.7,100.4,-5.24
72,Texas Tech 5,B12,1403,2010,11.14,108.8,97.6,70.7,0.026,10.08,108.8,98.8,-1.93
54,Texas Tech 8,B12,1403,2016,13.78,113.2,99.4,66,0.028,10.66,110.4,99.7,0.62
36,Texas 10,B12,1400,2018,15.43,109.5,94.1,65.2,-0.03,11.77,111.4,99.6,2.05
32,Texas 11,B12,1400,2012,15.9,112.9,97,64.9,-0.065,8.45,107.8,99.4,-1.52
24,Texas 11,B12,1400,2015,18.94,112.4,93.4,62,-0.079,9.52,108.3,98.8,-2.47
5,Texas 4,B12,1400,2011,25.93,115.5,89.6,65.5,-0.058,7.61,107.5,99.9,0.6
39,Texas 6,B12,1400,2016,16.19,113,96.8,65.3,0.022,12.54,111.5,99,5.55
41,Texas 7,B12,1400,2014,14.52,111.8,97.3,66.8,0.092,9.61,110.9,101.3,-1.74
19,Texas 8,B12,1400,2010,20.75,113.9,93.1,71.5,-0.014,9.01,107.2,98.2,-1.32
197,The Citadel,SC,1154,2010,-1.96,100.3,102.3,59.4,-0.02,-2.33,102.1,104.4,2.94
282,The Citadel,SC,1154,2011,-10.61,100.9,111.6,61.9,-0.055,-2.08,103.1,105.2,1.31
323,The Citadel,SC,1154,2012,-18.01,92.6,110.6,63.4,-0.042,-4.34,101.4,105.7,-1.64
337,The Citadel,SC,1154,2013,-20.88,98.4,119.2,64,-0.005,-6.56,99.4,106,-1.23
345,The Citadel,SC,1154,2014,-22.24,96.3,118.5,63.5,-0.046,-6.98,101.5,108.5,-0.59
329,The Citadel,SC,1154,2015,-18.59,103.2,121.8,58.6,0.077,-5.8,101.8,107.6,-2.71
312,The Citadel,SC,1154,2016,-14.51,103.1,117.6,80,0.008,-4.05,103.4,107.5,-5.45
288,The Citadel,SC,1154,2017,-11.03,105.5,116.5,79.7,0.023,-1.63,104.7,106.3,-2.45
315,The Citadel,SC,1154,2018,-13.33,101.6,114.9,77.2,0.062,-2.58,103.5,106.1,0.98
325,Toledo,MAC,1405,2010,-19.54,88.8,108.3,60.6,0.008,0.81,103.3,102.5,2.54
332,Toledo,MAC,1405,2011,-20.65,91.9,112.6,62.8,-0.037,-1.21,101.6,102.8,1.83
206,Toledo,MAC,1405,2012,-3.41,103.4,106.8,65.7,-0.014,-4.66,99.8,104.5,-6.78
186,Toledo,MAC,1405,2013,-1.31,104.2,105.5,66.1,0.012,-3.23,100.5,103.7,-1.55
88,Toledo,MAC,1405,2015,7.46,113.3,105.8,66.4,-0.03,0.92,105.5,104.6,-0.32
123,Toledo,MAC,1405,2016,4.02,108.6,104.5,68.9,-0.121,-2.13,103.8,105.9,-5.35
128,Toledo,MAC,1405,2017,2.69,108.8,106.1,66.4,-0.081,-0.96,105,106,0.52
113,Toledo,MAC,1405,2018,5.31,113.9,108.6,68.4,0.049,-1.94,103.9,105.8,-1.81
104,Toledo 6,MAC,1405,2014,5.97,115,109.1,67,0.111,-1.65,102.7,104.4,-1.68
244,Towson,CAA,1406,2010,-7.91,102.5,110.5,67.8,0.01,-0.11,101.7,101.8,-2.93
278,Towson,CAA,1406,2011,-10.51,105.8,116.3,65.1,-0.069,0.39,103.1,102.7,-3.58
339,Towson,CAA,1406,2012,-22.63,87.3,109.9,61.5,-0.036,2.73,103.9,101.1,4.62
175,Towson,CAA,1406,2013,-0.45,103.1,103.6,64.7,0.054,-1.92,101.9,103.8,2.86
130,Towson,CAA,1406,2014,3.45,110.6,107.2,63.9,0.08,-3.45,103.7,107.1,-4.9
267,Towson,CAA,1406,2015,-8.38,100.9,109.3,60.3,-0.025,-4.15,102.1,106.3,-5.78
152,Towson,CAA,1406,2016,0.98,105.4,104.4,65.7,0.043,-1.44,104.3,105.7,-9.65
116,Towson,CAA,1406,2017,4.22,105.5,101.2,67.9,-0.009,-0.59,105.1,105.7,-1.51
153,Towson,CAA,1406,2018,1.29,106,104.7,67.9,-0.07,-2.8,104.8,107.6,-2.22
275,Troy,SB,1407,2011,-10.19,97.8,108,70.2,-0.038,-2.04,102.7,104.7,6.07
268,Troy,SB,1407,2012,-9.08,105.1,114.2,67.1,0.018,-0.8,101.8,102.6,1.38
274,Troy,SB,1407,2013,-10.31,99.1,109.4,59.4,0.005,-5.37,98.9,104.3,-8.51
250,Troy,SB,1407,2014,-6.82,101.9,108.8,63.3,-0.085,-2.94,102.9,105.9,-3.29
287,Troy,SB,1407,2015,-9.75,99.8,109.5,64.7,-0.054,-5.21,100.5,105.7,-10.43
281,Troy,SB,1407,2016,-10.69,98.3,109,68.4,-0.021,-1.52,103.4,104.9,-2.27
177,Troy,SB,1407,2018,-0.37,106.2,106.5,68.3,-0.065,-1.18,103.7,104.8,0.04
137,Troy 15,SB,1407,2017,2.04,109.7,107.6,68.1,-0.023,-2.86,102.4,105.3,-6.78
180,Troy 7,SB,1407,2010,-0.69,105.1,105.8,66,0.082,-1.33,103.2,104.5,8.99
224,Tulane,CUSA,1408,2010,-5.58,95.1,100.7,65.4,-0.07,1.61,103.5,101.9,-2.88
191,Tulane,CUSA,1408,2011,-2.34,102.4,104.7,64.7,-0.125,-0.91,102.6,103.5,-13.09
196,Tulane,CUSA,1408,2012,-2.7,97.9,100.6,64.7,-0.071,-2.91,100.5,103.4,-14.36
146,Tulane,CUSA,1408,2013,1.88,107.2,105.3,64.3,-0.052,-3.85,100,103.8,-9.66
285,Tulane,CUSA,1408,2014,-11.41,99.7,111.1,61.9,0.143,-3.78,102.1,105.9,-8.8
220,Tulane,Amer,1408,2015,-4.37,99.8,104.2,63,0.031,-1.34,102,103.4,-9.69
200,Tulane,Amer,1408,2016,-3.39,97.9,101.3,67.7,-0.01,3.26,106.6,103.3,-6.21
241,Tulane,Amer,1408,2017,-6.58,102.6,109.2,70.4,-0.075,3.43,105.1,101.6,-1.3
171,Tulane,Amer,1408,2018,0.04,106.9,106.9,69,-0.018,0.76,104.6,103.9,-6.27
91,Tulsa,CUSA,1409,2011,6.92,107.1,100.2,65.7,0,2.45,104.9,102.4,1.44
94,Tulsa,CUSA,1409,2012,7.75,106.3,98.5,63.8,-0.074,2.32,103.7,101.4,1.71
181,Tulsa,CUSA,1409,2013,-0.87,99.5,100.3,66.3,0.052,0.77,103.5,102.7,0.12
144,Tulsa,Amer,1409,2017,1.44,104.3,102.9,68.2,0.055,4.59,105.8,101.2,2.08
110,Tulsa,Amer,1409,2018,6.02,108.3,102.3,67.3,0.029,0.68,105.5,104.8,-2.04
65,Tulsa 11,Amer,1409,2016,11.5,111.2,99.7,68.4,-0.003,5.54,107,101.4,1.46
82,Tulsa 13,CUSA,1409,2014,8.93,106.1,97.2,66.8,-0.023,0.57,104.9,104.3,2.81
85,Tulsa 2,Amer,1409,2015,7.75,102.6,94.9,63.9,0.096,1.82,105.3,103.5,0.61
83,Tulsa 5,CUSA,1409,2010,9.87,107.6,97.7,66,0.023,2.99,104.8,101.8,-1.56
130,UAB,CUSA,1412,2012,3.89,101.2,97.3,61.1,0.02,4.69,105.8,101.1,3.25
163,UAB,CUSA,1412,2013,0.35,100.9,100.6,69.3,0.003,1.54,104,102.4,-1.05
156,UAB,CUSA,1412,2014,1.02,104.1,103.1,66.8,-0.009,-1.94,102.8,104.7,-3.02
196,UAB,CUSA,1412,2017,-2.52,103.9,106.4,66.1,-0.008,-2.45,103.6,106,0.08
109,UAB,CUSA,1412,2018,6.32,109.6,103.3,67.7,-0.047,-0.93,104.5,105.4,-6.96
65,UAB 12,CUSA,1412,2011,11.64,108.8,97.2,61.8,0.025,2.16,104.3,102.1,-2.02
135,UAB 14,CUSA,1412,2015,3.06,104.9,101.9,64.7,0.025,0.29,103.9,103.6,3.4
62,UAB 2,CUSA,1412,2010,12.73,104.6,91.8,64.1,0.017,3.09,104,100.9,0.4
116,UAB 7,CUSA,1412,2016,5.12,109.3,104.2,68.2,0.083,-4,103.2,107.2,-4.51
226,UC Davis,BW,1413,2010,-5.77,101,106.7,66.4,-0.004,-2.74,100.3,103,-1.89
246,UC Davis,BW,1413,2011,-7.08,102.8,109.9,66.4,-0.094,-1.84,102.3,104.2,-0.44
328,UC Davis,BW,1413,2012,-18.82,94.6,113.4,64.8,-0.039,-2.4,102.2,104.7,-2.73
215,UC Davis,BW,1413,2013,-4.06,104.6,108.6,66.1,-0.008,-3.18,102.3,105.5,-3.37
316,UC Davis,BW,1413,2014,-15.16,101.3,116.4,64.8,0.035,-2.72,103.9,106.6,-4.98
241,UC Davis,BW,1413,2016,-6.64,93.9,100.5,65.9,-0.005,-1.27,103.4,104.7,-4.86
218,UC Davis 16,BW,1413,2017,-4.41,97.8,102.2,68.9,0.131,-5.31,100.8,106.1,-0.94
101,UC Davis 7,BW,1413,2015,6.14,112.3,106.2,62.9,0.067,-2.3,103.3,105.6,-5.95
129,UC Davis 7,BW,1413,2018,3.25,104.1,100.9,66.5,0.041,-1.05,103.7,104.8,4.12
252,UC Irvine,BW,1414,2010,-8.52,101.1,109.6,63.4,0.016,-4.43,101.4,105.9,-5.84
218,UC Irvine,BW,1414,2011,-4.62,102.6,107.2,69.8,-0.048,-3.16,101.4,104.6,-4.04
249,UC Irvine,BW,1414,2012,-7.2,97.1,104.3,69.1,0.001,-1.26,103.3,104.5,1.88
147,UC Irvine,BW,1414,2013,1.86,101.1,99.2,65.2,0.018,-0.05,103.4,103.5,6.77
84,UC Irvine,BW,1414,2016,9.1,106,96.9,67.5,0.093,1.62,105.5,103.9,3.88
147,UC Irvine,BW,1414,2018,2.11,100.1,98,67,-0.025,1.08,105.6,104.5,8.99
91,UC Irvine 13,BW,1414,2015,7.09,106.3,99.2,63.4,-0.022,0.9,104.7,103.8,2.29
90,UC Irvine 8,BW,1414,2014,8.16,103.9,95.7,62.8,-0.02,-1.07,105.9,107,1.82
139,UC Irvine 8,BW,1414,2017,1.86,101.8,100,66.5,-0.011,-3.29,102.4,105.7,6.93
230,UC Riverside,BW,1415,2010,-6.38,98.2,104.5,60.9,-0.039,-2.46,101.1,103.6,-0.71
265,UC Riverside,BW,1415,2011,-9.36,97.8,107.2,64.8,0.062,-1,103.5,104.5,0.76
277,UC Riverside,BW,1415,2012,-10,90.5,100.5,62.6,0.12,-2.14,102.8,104.9,0.5
314,UC Riverside,BW,1415,2013,-14.57,89.2,103.8,61.8,-0.071,-1.92,103.6,105.5,-1.31
273,UC Riverside,BW,1415,2014,-9,98.7,107.7,65.8,-0.049,-3.15,103.2,106.4,-5.99
216,UC Riverside,BW,1415,2015,-4.22,98.5,102.8,65.3,0.013,-0.71,104.4,105.1,-3.48
233,UC Riverside,BW,1415,2016,-5.94,100.1,106.1,67,-0.026,-2.82,103.1,105.9,-7.27
311,UC Riverside,BW,1415,2017,-13.63,92.3,105.9,67.9,-0.055,-4.78,101.4,106.2,1.84
268,UC Riverside,BW,1415,2018,-9.17,94.5,103.7,68.3,-0.067,-1.31,103.8,105.1,1.76
107,UC Santa Barbara,BW,1364,2012,6.37,111.1,104.7,63.6,-0.009,-1.45,102.8,104.3,6.04
223,UC Santa Barbara,BW,1364,2013,-4.8,98.5,103.3,62.5,-0.04,1.14,104.2,103.1,10.04
102,UC Santa Barbara,BW,1364,2014,6.25,110.6,104.4,62.1,0.056,-0.35,104.8,105.2,5.07
105,UC Santa Barbara,BW,1364,2015,6,109.3,103.3,62.6,-0.034,1.58,104.6,103.1,5
105,UC Santa Barbara,BW,1364,2016,6.83,106.3,99.5,66.9,-0.006,3.12,105.7,102.6,8.5
331,UC Santa Barbara,BW,1364,2017,-17.84,91.3,109.2,64.1,0.009,-2.9,102.4,105.3,6.96
123,UC Santa Barbara,BW,1364,2018,4.27,111.4,107.1,66.7,0.034,-3.86,101.8,105.7,-0.86
153,UC Santa Barbara 15,BW,1364,2010,2.11,100,97.9,66.3,0.125,-1,102.8,103.8,3.46
132,UC Santa Barbara 15,BW,1364,2011,3.15,103.7,100.5,64.1,0.002,0.29,104.1,103.9,6.12
166,UCF,CUSA,1416,2010,0.33,102.6,102.3,63.4,0.009,2.52,104.5,102,-1.43
105,UCF,CUSA,1416,2011,5.87,105.7,99.9,64.2,0.012,0.68,103.9,103.2,-5.63
130,UCF,CUSA,1416,2013,3.39,106.8,103.5,64.5,0.05,-0.56,101.8,102.4,-5
155,UCF,Amer,1416,2014,1.05,107.1,106.1,66.3,-0.047,5.55,107.4,101.9,-8.88
281,UCF,Amer,1416,2015,-9.58,102.7,112.3,64,0.075,-1.27,102.7,104,-9.44
185,UCF,Amer,1416,2016,-1.89,102.1,104,67.9,-0.019,1.92,105.1,103.2,-5.52
111,UCF,Amer,1416,2018,5.62,98.9,93.2,64.5,0.062,2.52,106.5,104,-2.5
68,UCF 4,Amer,1416,2017,10.91,104.2,93.3,66,0.022,2.82,105.4,102.6,-6.71
103,UCF 6,CUSA,1416,2012,7.11,106.5,99.4,63.1,0.096,3.06,103.9,100.9,-4.44
117,UCLA,P10,1417,2010,5.48,106.4,100.9,64.3,-0.016,7.01,106.5,99.4,1.15
58,UCLA,P12,1417,2012,11.85,108.8,96.9,64.7,-0.074,3.96,104.1,100.2,-0.61
69,UCLA,P12,1417,2016,10.75,112.6,101.9,69.5,-0.056,9.61,110.5,100.9,4.6
40,UCLA 11,P12,1417,2015,14.65,112.9,98.2,65.8,0.032,8.4,107.9,99.5,2.63
56,UCLA 11,P12,1417,2018,13.52,115,101.4,70.3,-0.027,6.42,108.1,101.7,2.93
16,UCLA 3,P12,1417,2017,23.63,124,100.4,72.6,0.021,5.17,108,102.8,-4.66
14,UCLA 4,P12,1417,2014,22.53,118.7,96.1,68.4,-0.019,7.63,109.1,101.5,-3.26
46,UCLA 6,P12,1417,2013,14.53,111.1,96.6,68.1,0.068,8.06,105.9,97.9,0.43
52,UCLA 7,P10,1417,2011,13.57,108.7,95.1,65.5,0.033,6.92,107.3,100.4,0.26
322,UMass Lowell,AE,1262,2014,-16.04,95.3,111.4,62.7,0.063,-4.17,101.7,105.9,4.91
303,UMass Lowell,AE,1262,2015,-12.46,94.1,106.6,63.7,0.077,-3.09,101.8,104.9,2.94
315,UMass Lowell,AE,1262,2016,-14.99,100.6,115.6,73.2,0.1,-6.24,101.5,107.7,-2.74
295,UMass Lowell,AE,1262,2017,-11.5,104.3,115.8,71.8,-0.036,-6.6,101,107.6,-6.75
287,UMass Lowell,AE,1262,2018,-11,103.6,114.6,71.6,0.002,-6.84,100.8,107.6,-9.71
322,UMBC,AE,1420,2010,-19.27,95.5,114.7,66.2,-0.071,-5.75,98.9,104.7,-5.15
339,UMBC,AE,1420,2011,-22.38,96,118.3,66.9,0.026,-4.32,100.9,105.2,0.86
342,UMBC,AE,1420,2012,-23.39,91.4,114.8,67.9,-0.029,-6.12,99.4,105.5,-2.37
308,UMBC,AE,1420,2013,-13.9,95.7,109.6,65.9,-0.01,-2.96,99.9,102.9,-1.54
323,UMBC,AE,1420,2014,-16.07,92.6,108.7,66.6,-0.003,-6.55,100.7,107.2,-2.57
343,UMBC,AE,1420,2015,-20.68,89.2,109.9,64.2,-0.037,-5.09,100.3,105.4,-3.66
334,UMBC,AE,1420,2016,-17.79,99.9,117.7,69.5,-0.039,-6.76,101.3,108,-6.23
201,UMBC,AE,1420,2017,-2.97,107.9,110.9,71,0.029,-6.24,101.3,107.5,-3.41
166,UMBC 16,AE,1420,2018,0.5,103.1,102.6,68.4,0.125,-4.38,102.7,107.1,-3.55
299,UMKC,Sum,1282,2010,-13.67,98.2,111.9,64.9,0.042,-6.2,99.4,105.6,-5.3
271,UMKC,Sum,1282,2011,-9.79,101.9,111.6,63.8,0.114,-4.96,102.7,107.7,-9.93
284,UMKC,Sum,1282,2012,-10.48,99.8,110.3,62.7,-0.021,-2.6,103.5,106.1,-4.18
318,UMKC,Sum,1282,2013,-15.39,93.7,109.1,63.1,-0.022,-3.02,102.4,105.4,-0.4
272,UMKC,WAC,1282,2014,-8.94,98.4,107.4,68.3,0.017,-2.53,104.4,106.9,3.16
286,UMKC,WAC,1282,2015,-9.74,98.2,107.9,63.5,-0.014,-5.72,101.6,107.3,-0.07
250,UMKC,WAC,1282,2016,-7.48,103.2,110.7,66.4,-0.054,-1.92,103.2,105.1,5.07
219,UMKC,WAC,1282,2017,-4.42,103,107.4,70.7,0.065,-1.63,103.5,105.1,0.61
276,UMKC,WAC,1282,2018,-10.32,98.2,108.5,69.3,-0.009,-0.19,104.8,105,1.93
276,UNC Asheville,BSth,1421,2010,-11.43,97.2,108.7,70.8,0.068,-7.14,98.1,105.2,8.72
203,UNC Asheville,BSth,1421,2013,-3.25,101.5,104.7,67.9,-0.076,-4.68,100.7,105.4,5.53
235,UNC Asheville,BSth,1421,2014,-5.75,106.7,112.5,69,0.026,-5.7,103.1,108.8,3
237,UNC Asheville,BSth,1421,2015,-6.14,102.4,108.6,67.8,-0.024,-4.43,102.8,107.2,1.11
110,UNC Asheville,BSth,1421,2017,4.85,107.4,102.5,68.3,0.012,-4.96,102,107,6.43
131,UNC Asheville 15,BSth,1421,2016,3.44,103.6,100.1,70.1,-0.008,-4.12,103.4,107.5,2.64
150,UNC Asheville 16,BSth,1421,2011,1.91,101.9,100,67.4,-0.011,-3.97,101.1,105.1,7.07
114,UNC Asheville 16,BSth,1421,2012,5.5,110.4,104.9,68.2,-0.001,-4.12,101.8,105.9,7.91
187,UNC Asheville 8,BSth,1421,2018,-1.91,105.7,107.6,69.4,0.095,-3.36,103.3,106.7,5.59
253,UNC Greensboro,SC,1422,2010,-8.61,96.2,104.8,66.6,-0.03,1.18,103.1,101.9,9.81
284,UNC Greensboro,SC,1422,2011,-10.86,99.6,110.4,69.5,-0.031,-0.32,103.7,104.1,10.16
280,UNC Greensboro,SC,1422,2012,-10.28,97.5,107.7,71.2,0.093,-2.32,101.9,104.2,11.15
286,UNC Greensboro,SC,1422,2013,-11.64,97.1,108.8,70.5,-0.151,-7.11,99.4,106.5,0.23
315,UNC Greensboro,SC,1422,2014,-15,93.9,108.9,68.8,0.068,-7.5,101.8,109.3,-1.74
285,UNC Greensboro,SC,1422,2015,-9.7,99.8,109.5,65.7,-0.125,-5.47,103,108.5,-2.42
220,UNC Greensboro,SC,1422,2016,-5.27,102.2,107.5,67.7,-0.017,-2.45,105.1,107.5,2.41
82,UNC Greensboro 13,SC,1422,2018,9.22,104.9,95.7,65.2,-0.024,-4.57,103.7,108.2,-3.46
121,UNC Greensboro 8,SC,1422,2017,3.19,107.7,104.5,66.9,0.11,-1.56,104.9,106.4,-1.63
212,UNC Wilmington,CAA,1423,2010,-4.02,98.6,102.6,67.8,-0.06,2.65,104.4,101.7,4.35
204,UNC Wilmington,CAA,1423,2011,-3.82,102,105.9,61.8,0.002,-1.09,103.4,104.5,-5.44
238,UNC Wilmington,CAA,1423,2012,-6.33,100.3,106.7,65.8,0.01,1.16,103.4,102.3,2.31
287,UNC Wilmington,CAA,1423,2013,-11.83,97.1,108.9,65.3,0.022,-2.5,101.6,104.1,0.37
280,UNC Wilmington,CAA,1423,2014,-9.67,96,105.7,62.2,-0.043,0.03,106.1,106.1,3.52
174,UNC Wilmington,CAA,1423,2015,-0.9,101.5,102.4,67.5,0.059,-1.54,104.1,105.7,2.03
245,UNC Wilmington,CAA,1423,2018,-7.43,104.3,111.7,72,-0.023,-0.32,106.6,106.9,2.87
59,UNC Wilmington 12,CAA,1423,2017,12.46,118,105.5,70.3,0.039,0.4,105.1,104.7,2.17
83,UNC Wilmington 13,CAA,1423,2016,9.21,110.7,101.5,70.3,0.033,0.85,105.7,104.9,-3.9
79,UNLV,MWC,1424,2014,9.15,108.2,99,65.2,-0.048,0.46,105.5,105,-7.31
102,UNLV,MWC,1424,2015,6.13,107.9,101.7,65.1,-0.029,2.73,104.5,101.8,6.77
117,UNLV,MWC,1424,2016,5.09,103.4,98.3,73,-0.044,2.51,106.2,103.7,3.62
248,UNLV,MWC,1424,2017,-7.01,98.3,105.3,68.4,-0.007,0.96,105.2,104.3,-3.98
107,UNLV,MWC,1424,2018,6.44,111.4,104.9,72.3,-0.012,0.86,106,105.1,-5.02
38,UNLV 5,MWC,1424,2013,16.07,106,90,67.9,-0.015,6.23,106.1,99.9,-0.28
37,UNLV 6,MWC,1424,2012,14.97,109.2,94.2,68.7,0.006,3.54,104.5,100.9,-0.24
41,UNLV 8,MWC,1424,2010,16.56,110.6,94,66.3,-0.013,4.08,104.8,100.7,0.67
29,UNLV 8,MWC,1424,2011,17.75,110.6,92.9,66.4,0.003,5.99,106.2,100.2,1.85
77,USC,P10,1425,2010,10.63,96.7,86.1,62.2,-0.043,6.53,106.7,100.2,1.54
220,USC,P12,1425,2012,-4.69,91.2,95.9,59.8,-0.099,6.17,105.9,99.7,2.16
101,USC,P12,1425,2013,6.39,103.4,97,65.8,-0.014,9.18,106.9,97.7,5.31
151,USC,P12,1425,2014,1.53,103.5,102,68.4,-0.014,8.7,109.7,101,-0.45
151,USC,P12,1425,2015,1.46,101.6,100.1,68,-0.005,5.52,107,101.5,-4.71
277,USC Upstate,ASun,1367,2010,-11.63,92,103.6,65.1,-0.066,-1.83,100.9,102.8,8.14
319,USC Upstate,ASun,1367,2011,-16.44,92.6,109.1,63,0.016,0.14,102.8,102.7,8.13
136,USC Upstate,ASun,1367,2012,3.22,103.1,99.9,67,0.032,-0.63,103.6,104.2,1.07
195,USC Upstate,ASun,1367,2013,-2.37,103,105.3,64.9,-0.076,-4.87,100.5,105.4,2.46
167,USC Upstate,ASun,1367,2014,0.1,105,104.9,64.2,-0.059,-5.48,103.1,108.6,1.74
181,USC Upstate,ASun,1367,2015,-1.25,103.5,104.7,63.3,-0.025,-9.37,99.8,109.2,-7.74
322,USC Upstate,ASun,1367,2016,-16.03,100.6,116.6,66.2,0.007,-4.96,104.2,109.2,-3.06
244,USC Upstate,ASun,1367,2017,-6.89,104.2,111.1,68.4,0.016,-4.65,103.5,108.2,-1.08
338,USC Upstate,ASun,1367,2018,-19.77,105.2,125,69,-0.051,-3.44,103,106.4,1.76
51,USC 1,P12,1425,2018,14.06,114.5,100.5,67.7,-0.017,5.12,108.2,103.1,1.37
57,USC 11,P10,1425,2011,13.29,107.9,94.6,61.7,-0.05,7.56,107.8,100.2,2.66
53,USC 11,P12,1425,2017,13.45,114.2,100.7,68.7,0.079,5.49,108.8,103.3,-3.37
49,USC 8,P12,1425,2016,14.25,113.9,99.7,71,-0.028,7.61,108.7,101.1,-1.65
241,UT Arlington,Slnd,1426,2010,-7.73,95.9,103.6,70.9,0.011,-7.88,99,106.9,-13.85
256,UT Arlington,Slnd,1426,2011,-8.13,96.7,104.8,67.1,-0.072,-5.79,100.3,106.1,0.33
149,UT Arlington,WAC,1426,2013,1.37,98.8,97.5,65.6,0.043,-1.35,101.9,103.2,-1.84
215,UT Arlington,SB,1426,2014,-4.42,105.9,110.3,68.2,0.059,-0.49,104.5,104.9,5.69
197,UT Arlington,SB,1426,2015,-2.41,103.4,105.9,69.6,0.023,-3.22,101.5,104.8,1.46
102,UT Arlington,SB,1426,2016,7.45,106.9,99.5,72.2,-0.036,-2.91,102,104.9,-2.05
